# timestamp tx ty tz qx qy qz qw
1305031464.327866 -1.987913 0.043267 -0.244255 0.004334 0.274872 0.238560 0.931405
1305031464.359684 -1.974024 0.039762 -0.260637 0.008060 0.264150 0.233425 0.935774
1305031464.395611 -1.960283 0.042671 -0.281635 0.012826 0.256706 0.225166 0.939807
1305031464.427634 -1.951643 0.044204 -0.299679 0.013334 0.255102 0.214777 0.942664
1305031464.459689 -1.941984 0.039092 -0.314811 0.013959 0.252399 0.206814 0.945160
1305031464.495633 -1.926856 0.041503 -0.338944 0.016198 0.246996 0.200942 0.947815
1305031464.527574 -1.921994 0.041066 -0.358261 0.016799 0.247078 0.193229 0.949386
1305031464.559703 -1.910400 0.038029 -0.377260 0.012692 0.243841 0.181957 0.952508
1305031464.595698 -1.879282 0.020043 -0.411605 0.009172 0.240804 0.173620 0.954875
1305031464.627672 -1.864741 0.014328 -0.429978 0.015911 0.251108 0.163908 0.953848
1305031464.659749 -1.859557 0.012390 -0.446022 0.023447 0.263409 0.150774 0.952540
1305031464.695663 -1.857429 -0.006659 -0.459247 0.030324 0.276566 0.132039 0.951398
1305031464.727652 -1.854517 -0.023043 -0.468343 0.041891 0.284724 0.113158 0.950985
1305031464.759740 -1.847839 -0.008152 -0.477837 0.055734 0.283263 0.091587 0.953031
1305031464.796021 -1.845977 -0.016534 -0.478170 0.059628 0.279801 0.072961 0.955423
1305031464.827759 -1.848212 -0.024361 -0.473354 0.067736 0.271135 0.057387 0.958439
1305031464.859654 -1.843226 -0.011910 -0.477188 0.075372 0.254783 0.040682 0.963198
1305031464.895817 -1.827505 -0.010459 -0.486834 0.071936 0.236107 0.021476 0.968823
1305031464.927799 -1.810891 -0.030062 -0.494069 0.063619 0.222341 -0.000699 0.972891
1305031464.959763 -1.786173 -0.040957 -0.499033 0.063657 0.213530 -0.019418 0.974667
1305031464.995687 -1.764747 -0.043229 -0.500836 0.067161 0.209445 -0.037856 0.974776
1305031465.027823 -1.752291 -0.042032 -0.487665 0.068573 0.209123 -0.059717 0.973652
1305031465.059749 -1.746999 -0.020490 -0.467655 0.075977 0.204880 -0.079262 0.972610
1305031465.095700 -1.730986 0.011680 -0.448900 0.075401 0.193176 -0.094453 0.973692
1305031465.127664 -1.708242 0.029257 -0.440459 0.059523 0.177972 -0.107121 0.976375
1305031465.159842 -1.688934 0.035584 -0.426321 0.042874 0.165529 -0.113231 0.978744
1305031465.195564 -1.670218 0.044566 -0.413673 0.030628 0.154099 -0.119568 0.980316
1305031465.227907 -1.648850 0.058912 -0.403633 0.020046 0.143729 -0.124516 0.981548
1305031465.259807 -1.633203 0.067193 -0.386415 0.009395 0.135648 -0.124686 0.982835
1305031465.295623 -1.617198 0.080557 -0.376910 0.006834 0.126236 -0.115874 0.985186
1305031465.327674 -1.598768 0.090802 -0.379861 0.000755 0.111295 -0.101700 0.988570
1305031465.359948 -1.589173 0.092652 -0.371585 -0.003905 0.097397 -0.090465 0.991118
1305031465.395586 -1.564156 0.099419 -0.368540 -0.001924 0.078704 -0.079195 0.993745
1305031465.427697 -1.534827 0.109606 -0.372506 0.002361 0.062544 -0.068424 0.995691
1305031465.460125 -1.512916 0.124516 -0.376590 0.007090 0.050806 -0.056031 0.997110
1305031465.495703 -1.484314 0.145285 -0.384365 0.008975 0.037373 -0.044458 0.998272
1305031465.527622 -1.462937 0.141008 -0.386132 0.004357 0.026675 -0.040917 0.998797
1305031465.559812 -1.434106 0.152937 -0.391764 0.011933 0.014998 -0.034366 0.999226
1305031465.595599 -1.408285 0.168407 -0.399757 0.018479 0.008507 -0.026109 0.999452
1305031465.627688 -1.392094 0.184705 -0.406684 0.024470 0.004404 -0.017361 0.999540
1305031465.660060 -1.370954 0.199633 -0.413163 0.029979 -0.006388 -0.008792 0.999491
1305031465.695668 -1.335230 0.215764 -0.419430 0.037110 -0.018687 -0.001336 0.999136
1305031465.727682 -1.311295 0.232208 -0.427231 0.045191 -0.024122 0.007883 0.998656
1305031465.759766 -1.288133 0.254470 -0.434214 0.054357 -0.030190 0.016585 0.997927
1305031465.795937 -1.261208 0.272267 -0.439025 0.060055 -0.035614 0.023701 0.997278
1305031465.827996 -1.237726 0.284679 -0.441991 0.067662 -0.040116 0.029441 0.996467
1305031465.859861 -1.212338 0.316926 -0.445842 0.082607 -0.043786 0.034210 0.995032
1305031465.895494 -1.184363 0.340161 -0.451006 0.086759 -0.042849 0.037722 0.994592
1305031465.927495 -1.159445 0.351969 -0.451960 0.091000 -0.037719 0.040310 0.994320
1305031465.959710 -1.140068 0.375945 -0.455942 0.102852 -0.030020 0.039909 0.993442
1305031465.995753 -1.128986 0.400697 -0.461423 0.111257 -0.022685 0.037125 0.992839
1305031466.027644 -1.115025 0.425472 -0.466548 0.118172 -0.020563 0.035682 0.992139
1305031466.059757 -1.100680 0.453430 -0.472861 0.118557 -0.019411 0.037093 0.992064
1305031466.095840 -1.089101 0.470348 -0.478208 0.113806 -0.021121 0.037642 0.992565
1305031466.127640 -1.075630 0.490098 -0.485568 0.109216 -0.026183 0.037421 0.992968
1305031466.160428 -1.065070 0.508035 -0.498189 0.104410 -0.031369 0.040211 0.993226
1305031466.195833 -1.055530 0.527574 -0.510388 0.097982 -0.039753 0.040791 0.993557
1305031466.227951 -1.038563 0.540405 -0.520590 0.087327 -0.049838 0.036311 0.994269
1305031466.259815 -1.012087 0.540646 -0.529452 0.081683 -0.056356 0.030002 0.994611
1305031466.295737 -0.991017 0.555412 -0.546581 0.084720 -0.053586 0.020147 0.994759
1305031466.327702 -0.976855 0.568458 -0.561171 0.084981 -0.044328 0.012194 0.995321
1305031466.359829 -0.966206 0.576883 -0.572109 0.079355 -0.034756 0.004369 0.996231
1305031466.395784 -0.953860 0.569687 -0.585585 0.075484 -0.031011 0.001709 0.996663
1305031466.427819 -0.945203 0.584484 -0.600520 0.083357 -0.031677 -0.003097 0.996011
1305031466.459790 -0.929345 0.598883 -0.611474 0.084204 -0.037399 -0.007235 0.995720
1305031466.495809 -0.906317 0.607594 -0.617892 0.080361 -0.043393 -0.008932 0.995781
1305031466.527538 -0.882564 0.610670 -0.624487 0.077440 -0.043443 -0.010407 0.995996
1305031466.560353 -0.863483 0.625453 -0.633363 0.076963 -0.040539 -0.011267 0.996146
1305031466.595936 -0.842520 0.636226 -0.636318 0.069087 -0.041669 -0.013400 0.996650
1305031466.627549 -0.812227 0.630223 -0.641101 0.060685 -0.043230 -0.016690 0.997081
1305031466.659688 -0.792745 0.637853 -0.645413 0.067959 -0.040238 -0.022251 0.996628
1305031466.695822 -0.775260 0.654136 -0.651745 0.070440 -0.041524 -0.028353 0.996248
1305031466.728074 -0.756320 0.655604 -0.654774 0.063060 -0.044140 -0.039070 0.996267
1305031466.759637 -0.732903 0.649235 -0.657619 0.062859 -0.045365 -0.047824 0.995843
1305031466.795604 -0.721371 0.663638 -0.663505 0.071799 -0.044592 -0.054030 0.994956
1305031466.827879 -0.702478 0.671763 -0.669009 0.069534 -0.050241 -0.056503 0.994710
1305031466.859665 -0.690507 0.669706 -0.671498 0.066887 -0.055343 -0.056296 0.994633
1305031466.895694 -0.677396 0.674995 -0.673650 0.071043 -0.066331 -0.056458 0.993663
1305031466.927756 -0.658894 0.676068 -0.681120 0.070563 -0.081119 -0.060506 0.992361
1305031466.959728 -0.638128 0.675333 -0.689414 0.070498 -0.092326 -0.063032 0.991228
1305031466.995712 -0.620231 0.677787 -0.695716 0.071474 -0.097730 -0.066563 0.990409
1305031467.027843 -0.603322 0.679662 -0.699460 0.072154 -0.102473 -0.070940 0.989576
1305031467.059700 -0.582614 0.679603 -0.705417 0.071637 -0.106428 -0.074593 0.988927
1305031467.095687 -0.565159 0.684901 -0.706542 0.070923 -0.108433 -0.079597 0.988371
1305031467.128974 -0.549636 0.686225 -0.705747 0.072135 -0.111815 -0.090698 0.986949
1305031467.159660 -0.534335 0.686447 -0.707504 0.073494 -0.115641 -0.098301 0.985679
1305031467.195663 -0.520043 0.690938 -0.708481 0.075821 -0.120837 -0.101737 0.984530
1305031467.227704 -0.506210 0.691856 -0.710674 0.076420 -0.127750 -0.108029 0.982939
1305031467.259694 -0.491680 0.692891 -0.713789 0.078443 -0.133316 -0.113302 0.981446
1305031467.295846 -0.477824 0.695878 -0.717259 0.081002 -0.138623 -0.119993 0.979706
1305031467.328008 -0.460635 0.695418 -0.726517 0.081166 -0.144492 -0.125117 0.978202
1305031467.359654 -0.446487 0.703776 -0.729263 0.080358 -0.151000 -0.126745 0.977076
1305031467.395756 -0.430724 0.705340 -0.733301 0.074888 -0.158785 -0.131850 0.975600
1305031467.427783 -0.414040 0.704187 -0.735253 0.073000 -0.165557 -0.136248 0.974011
1305031467.459692 -0.401102 0.706724 -0.740370 0.073245 -0.171868 -0.137638 0.972704
1305031467.496058 -0.381694 0.711891 -0.746655 0.069950 -0.179909 -0.143194 0.970688
1305031467.527663 -0.365829 0.709408 -0.747265 0.064451 -0.183861 -0.150750 0.969183
1305031467.559763 -0.352157 0.706924 -0.747781 0.064553 -0.185080 -0.153238 0.968554
1305031467.595989 -0.338747 0.704871 -0.749036 0.063545 -0.187147 -0.151285 0.968530
1305031467.627532 -0.325819 0.697903 -0.744600 0.064244 -0.192848 -0.150069 0.967555
1305031467.659626 -0.313573 0.692404 -0.743142 0.070359 -0.198801 -0.147233 0.966359
1305031467.695886 -0.302447 0.691949 -0.746277 0.074156 -0.201505 -0.149889 0.965106
1305031467.727535 -0.291552 0.682028 -0.736668 0.077670 -0.204437 -0.155049 0.963397
1305031467.759907 -0.281371 0.672760 -0.732056 0.082831 -0.206850 -0.156976 0.962139
1305031467.796075 -0.271263 0.666992 -0.723520 0.086951 -0.210454 -0.159703 0.960543
1305031467.827800 -0.263350 0.653674 -0.710542 0.090615 -0.213979 -0.160871 0.959230
1305031467.859729 -0.257914 0.642651 -0.698485 0.096941 -0.218946 -0.157806 0.957999
1305031467.895947 -0.249775 0.639743 -0.687726 0.103113 -0.226928 -0.157071 0.955615
1305031467.927754 -0.240792 0.629226 -0.672100 0.106044 -0.235833 -0.160116 0.952628
1305031467.959826 -0.235930 0.615173 -0.657221 0.111604 -0.241357 -0.161223 0.950420
1305031467.995754 -0.222630 0.611487 -0.642705 0.116025 -0.245692 -0.163472 0.948394
1305031468.028107 -0.214472 0.589734 -0.624848 0.111407 -0.248291 -0.166681 0.947712
1305031468.059850 -0.211430 0.571705 -0.611895 0.114497 -0.250685 -0.168586 0.946375
1305031468.095867 -0.203777 0.565550 -0.597633 0.117519 -0.254844 -0.170478 0.944553
1305031468.127816 -0.197838 0.547840 -0.578481 0.115335 -0.258513 -0.172120 0.943527
1305031468.159864 -0.186001 0.528171 -0.560182 0.115470 -0.263051 -0.174415 0.941834
1305031468.195985 -0.177934 0.514672 -0.544339 0.115068 -0.265011 -0.178260 0.940613
1305031468.228158 -0.170624 0.493360 -0.528425 0.111628 -0.266050 -0.177679 0.940844
1305031468.259754 -0.163124 0.473965 -0.514651 0.110166 -0.265588 -0.176546 0.941360
1305031468.295830 -0.157878 0.452376 -0.502279 0.107237 -0.264095 -0.176931 0.942045
1305031468.327847 -0.151291 0.421588 -0.489860 0.104892 -0.263823 -0.175798 0.942598
1305031468.359787 -0.145026 0.408399 -0.483536 0.108032 -0.261370 -0.171913 0.943642
1305031468.395860 -0.141802 0.397858 -0.476687 0.106278 -0.259971 -0.171688 0.944269
1305031468.428025 -0.140064 0.370322 -0.469848 0.099151 -0.259841 -0.172198 0.944986
1305031468.459759 -0.135307 0.353896 -0.462620 0.098158 -0.260718 -0.169350 0.945363
1305031468.495809 -0.130111 0.335059 -0.457366 0.094479 -0.259996 -0.170406 0.945747
1305031468.527756 -0.132387 0.311585 -0.454047 0.092777 -0.257920 -0.175187 0.945611
1305031468.559739 -0.137932 0.287728 -0.455340 0.096929 -0.256411 -0.184332 0.943864
1305031468.595768 -0.139576 0.280423 -0.455290 0.101335 -0.256296 -0.189821 0.942344
1305031468.627626 -0.143497 0.260694 -0.453060 0.093999 -0.257189 -0.191862 0.942447
1305031468.659579 -0.151236 0.230495 -0.454274 0.088512 -0.259923 -0.193309 0.941933
1305031468.695835 -0.158338 0.209167 -0.453250 0.090938 -0.265864 -0.196808 0.939315
1305031468.727785 -0.162795 0.194839 -0.452906 0.094993 -0.271589 -0.198817 0.936850
1305031468.759628 -0.167988 0.179563 -0.449699 0.095804 -0.275837 -0.200056 0.935261
1305031468.795796 -0.174720 0.157155 -0.447188 0.097474 -0.277917 -0.204314 0.933551
1305031468.829247 -0.181401 0.144349 -0.448689 0.106092 -0.278758 -0.211024 0.930864
1305031468.859659 -0.176215 0.140129 -0.441635 0.110274 -0.280268 -0.214112 0.929218
1305031468.895873 -0.179303 0.126901 -0.436964 0.107316 -0.275842 -0.216486 0.930338
1305031468.928141 -0.185202 0.118007 -0.435409 0.103484 -0.269568 -0.214371 0.933096
1305031468.959594 -0.185456 0.119006 -0.431455 0.098497 -0.264596 -0.209892 0.936073
1305031468.995711 -0.187729 0.138342 -0.428839 0.091982 -0.259945 -0.212927 0.937353
1305031469.027699 -0.196581 0.127372 -0.424872 0.072608 -0.255431 -0.220976 0.938431
1305031469.059832 -0.208308 0.117156 -0.421226 0.058869 -0.252392 -0.229296 0.938220
1305031469.095723 -0.201516 0.109763 -0.409217 0.048010 -0.254393 -0.239171 0.935830
1305031469.127679 -0.198257 0.094207 -0.395651 0.033759 -0.250454 -0.249556 0.934802
1305031469.159703 -0.203970 0.084770 -0.385075 0.023246 -0.241347 -0.257804 0.935280
1305031469.195540 -0.212677 0.075820 -0.375338 0.014488 -0.230990 -0.263683 0.936432
1305031469.227754 -0.223730 0.075271 -0.367244 0.010651 -0.222946 -0.266881 0.937527
1305031469.259586 -0.227589 0.071489 -0.357924 0.005247 -0.219808 -0.271983 0.936847
1305031469.296754 -0.234379 0.071174 -0.346596 0.001047 -0.214374 -0.275004 0.937238
1305031469.327618 -0.239071 0.073672 -0.336282 -0.003794 -0.210799 -0.276409 0.937628
1305031469.359592 -0.236373 0.069552 -0.319211 -0.010905 -0.207942 -0.281248 0.936772
1305031469.395695 -0.240630 0.064356 -0.303142 -0.013561 -0.197331 -0.287329 0.937187
1305031469.427651 -0.245178 0.073872 -0.292783 -0.010615 -0.184064 -0.292113 0.938444
1305031469.459668 -0.249633 0.079945 -0.280484 -0.010245 -0.174572 -0.298619 0.938214
1305031469.495744 -0.256385 0.088559 -0.264580 -0.009816 -0.169241 -0.300974 0.938443
1305031469.527622 -0.259920 0.098323 -0.253095 -0.012550 -0.169015 -0.300864 0.938487
1305031469.559645 -0.260009 0.103235 -0.240136 -0.019987 -0.170535 -0.301286 0.937947
1305031469.595755 -0.261888 0.115664 -0.228208 -0.026197 -0.169915 -0.300929 0.938021
1305031469.627752 -0.264389 0.120541 -0.213467 -0.037132 -0.168452 -0.301456 0.937747
1305031469.659590 -0.269895 0.129568 -0.198683 -0.042100 -0.164165 -0.301487 0.938287
1305031469.695613 -0.272196 0.138609 -0.187106 -0.046680 -0.160592 -0.300853 0.938892
1305031469.727679 -0.276733 0.146948 -0.175275 -0.052926 -0.155759 -0.299730 0.939734
1305031469.759599 -0.280849 0.157421 -0.164902 -0.059897 -0.151798 -0.295757 0.941221
1305031469.795621 -0.286301 0.172408 -0.153217 -0.065709 -0.150751 -0.291819 0.942230
1305031469.827526 -0.291961 0.186304 -0.144546 -0.070822 -0.151918 -0.288732 0.942623
1305031469.859574 -0.299871 0.203826 -0.135865 -0.076524 -0.152541 -0.285647 0.943017
1305031469.895755 -0.309333 0.221933 -0.128051 -0.079674 -0.151832 -0.283169 0.943618
1305031469.927854 -0.317740 0.241745 -0.120246 -0.081470 -0.153116 -0.278035 0.944783
1305031469.959805 -0.328688 0.257288 -0.114088 -0.082998 -0.155241 -0.276003 0.944899
1305031469.995551 -0.339017 0.272916 -0.110328 -0.084516 -0.156437 -0.273501 0.945294
1305031470.027694 -0.351574 0.288606 -0.108981 -0.086849 -0.156604 -0.272605 0.945314
1305031470.059638 -0.363229 0.303128 -0.106381 -0.088860 -0.156469 -0.273037 0.945025
1305031470.095944 -0.374596 0.318038 -0.105881 -0.090356 -0.155672 -0.270441 0.945761
1305031470.127633 -0.386007 0.330768 -0.106244 -0.095393 -0.155334 -0.268651 0.945832
1305031470.159626 -0.396800 0.347485 -0.106361 -0.097322 -0.155876 -0.264671 0.946668
1305031470.196092 -0.409596 0.360605 -0.109840 -0.099720 -0.156056 -0.261639 0.947231
1305031470.227618 -0.422364 0.372263 -0.112139 -0.104535 -0.155348 -0.259154 0.947512
1305031470.259965 -0.434747 0.385413 -0.115444 -0.109007 -0.154089 -0.255809 0.948122
1305031470.295718 -0.446884 0.396383 -0.118178 -0.115470 -0.152831 -0.254007 0.948045
1305031470.327644 -0.459314 0.408406 -0.118832 -0.122363 -0.152463 -0.250793 0.948096
1305031470.359624 -0.472348 0.420925 -0.121599 -0.127272 -0.152499 -0.246484 0.948573
1305031470.395823 -0.485538 0.434255 -0.125115 -0.129879 -0.152537 -0.243140 0.949077
1305031470.427641 -0.498353 0.446243 -0.128379 -0.129824 -0.153655 -0.243262 0.948873
1305031470.459721 -0.511412 0.453268 -0.131637 -0.130403 -0.154971 -0.244743 0.948198
1305031470.495686 -0.525794 0.462342 -0.135340 -0.129637 -0.155002 -0.242943 0.948761
1305031470.527689 -0.537761 0.468589 -0.138686 -0.130613 -0.155698 -0.243813 0.948290
1305031470.559677 -0.547790 0.475460 -0.142046 -0.131803 -0.155169 -0.243261 0.948354
1305031470.595760 -0.560272 0.481315 -0.144274 -0.133661 -0.153876 -0.240015 0.949131
1305031470.627729 -0.570931 0.488215 -0.146816 -0.136101 -0.152984 -0.235491 0.950061
1305031470.659690 -0.581165 0.493667 -0.148152 -0.138278 -0.152627 -0.230770 0.950962
1305031470.695630 -0.592776 0.499177 -0.149617 -0.141538 -0.152099 -0.228334 0.951155
1305031470.727654 -0.604565 0.503330 -0.150196 -0.142007 -0.151764 -0.227332 0.951379
1305031470.759682 -0.615291 0.503760 -0.153685 -0.145624 -0.146562 -0.225226 0.952149
1305031470.795615 -0.623303 0.509600 -0.154022 -0.146647 -0.142134 -0.220606 0.953743
1305031470.827831 -0.632608 0.515172 -0.153582 -0.141855 -0.141542 -0.215106 0.955810
1305031470.859645 -0.642597 0.516701 -0.154840 -0.137953 -0.141685 -0.210501 0.957384
1305031470.895722 -0.652331 0.518527 -0.157605 -0.134918 -0.142201 -0.204694 0.958998
1305031470.927684 -0.661236 0.520033 -0.158837 -0.130961 -0.145295 -0.201279 0.959805
1305031470.959647 -0.673146 0.520861 -0.161624 -0.120828 -0.146721 -0.199093 0.961372
1305031470.995996 -0.682526 0.518536 -0.166244 -0.115090 -0.146461 -0.197720 0.962398
1305031471.027644 -0.692679 0.516876 -0.169654 -0.107273 -0.143572 -0.196164 0.964054
1305031471.059636 -0.703586 0.514733 -0.171956 -0.099781 -0.139739 -0.191358 0.966384
1305031471.095777 -0.711342 0.512580 -0.176039 -0.093835 -0.139010 -0.184161 0.968481
1305031471.127663 -0.719119 0.511371 -0.179072 -0.088386 -0.139514 -0.177503 0.970163
1305031471.159649 -0.727214 0.508673 -0.183718 -0.084902 -0.137426 -0.171415 0.971866
1305031471.195703 -0.732704 0.507875 -0.186302 -0.083339 -0.134892 -0.165170 0.973436
1305031471.227569 -0.740955 0.506027 -0.189183 -0.084946 -0.130373 -0.160133 0.974754
1305031471.259722 -0.748235 0.503878 -0.189769 -0.086927 -0.127993 -0.157336 0.975350
1305031471.296068 -0.753942 0.501703 -0.190121 -0.086613 -0.125889 -0.153332 0.976289
1305031471.327642 -0.756307 0.502873 -0.191096 -0.081299 -0.123253 -0.150094 0.977584
1305031471.359615 -0.761184 0.501773 -0.194808 -0.081326 -0.114598 -0.148200 0.978923
1305031471.395730 -0.768765 0.497614 -0.195796 -0.082669 -0.106284 -0.142978 0.980524
1305031471.427704 -0.775991 0.499576 -0.199785 -0.077302 -0.102079 -0.135511 0.982467
1305031471.459647 -0.779978 0.499075 -0.203078 -0.077285 -0.102503 -0.130352 0.983122
1305031471.496491 -0.784585 0.497423 -0.205332 -0.079404 -0.101542 -0.126137 0.983602
1305031471.527624 -0.789391 0.495733 -0.208070 -0.080743 -0.100144 -0.121756 0.984189
1305031471.559671 -0.790597 0.496472 -0.210703 -0.080427 -0.099430 -0.120018 0.984500
1305031471.595702 -0.794114 0.496314 -0.213867 -0.080428 -0.094243 -0.118211 0.985229
1305031471.627621 -0.796415 0.496229 -0.216601 -0.079712 -0.089758 -0.116397 0.985922
1305031471.659642 -0.800581 0.494340 -0.220209 -0.079363 -0.083335 -0.112946 0.986914
1305031471.695609 -0.804124 0.495861 -0.223954 -0.077041 -0.078061 -0.107945 0.988088
1305031471.727501 -0.805883 0.497725 -0.227197 -0.077371 -0.074149 -0.103635 0.988825
1305031471.759702 -0.805423 0.494994 -0.228252 -0.080349 -0.070687 -0.097490 0.989466
1305031471.795801 -0.806657 0.499380 -0.231394 -0.077470 -0.063485 -0.089115 0.990973
1305031471.827639 -0.808318 0.508282 -0.233977 -0.076250 -0.057981 -0.081656 0.992047
1305031471.859665 -0.810312 0.506900 -0.233712 -0.082070 -0.054573 -0.075468 0.992265
1305031471.895604 -0.811363 0.511868 -0.234662 -0.083713 -0.050648 -0.068655 0.992831
1305031471.927651 -0.812910 0.511479 -0.235031 -0.091264 -0.045877 -0.064396 0.992683
1305031471.959643 -0.817107 0.508618 -0.233388 -0.095318 -0.037854 -0.063717 0.992684
1305031471.995573 -0.819724 0.519374 -0.236099 -0.089903 -0.029984 -0.059778 0.993703
1305031472.027638 -0.823427 0.523159 -0.235402 -0.096881 -0.023919 -0.056204 0.993420
1305031472.059668 -0.827648 0.522462 -0.233427 -0.100395 -0.018929 -0.053475 0.993329
1305031472.095601 -0.831880 0.527296 -0.234732 -0.098806 -0.013027 -0.047268 0.993898
1305031472.127594 -0.837576 0.531083 -0.233874 -0.103823 -0.009056 -0.044100 0.993576
1305031472.159645 -0.842877 0.525419 -0.230299 -0.111209 -0.007432 -0.042730 0.992850
1305031472.195682 -0.847947 0.526769 -0.230457 -0.106893 -0.004907 -0.038248 0.993522
1305031472.227626 -0.850985 0.528492 -0.232022 -0.104135 -0.003551 -0.035682 0.993917
1305031472.263840 -0.853298 0.523423 -0.231252 -0.104805 -0.002034 -0.034744 0.993884
1305031472.295671 -0.853653 0.521108 -0.232571 -0.099115 -0.001015 -0.032310 0.994551
1305031472.327678 -0.857792 0.528484 -0.235426 -0.088919 0.002273 -0.031069 0.995552
1305031472.363577 -0.858370 0.527998 -0.235677 -0.089115 0.001765 -0.029431 0.995585
1305031472.395599 -0.861060 0.525731 -0.234997 -0.089711 0.000729 -0.027337 0.995592
1305031472.427686 -0.860441 0.520308 -0.235254 -0.090323 -0.003268 -0.027115 0.995538
1305031472.463603 -0.860334 0.515539 -0.236029 -0.090603 -0.004352 -0.028536 0.995469
1305031472.495626 -0.859445 0.514810 -0.237251 -0.090113 -0.002876 -0.029217 0.995499
1305031472.527625 -0.859184 0.507570 -0.235385 -0.092561 -0.001226 -0.028343 0.995303
1305031472.563587 -0.858170 0.503918 -0.235329 -0.087615 -0.002474 -0.026340 0.995803
1305031472.595675 -0.855913 0.505394 -0.236847 -0.081584 -0.004573 -0.024018 0.996366
1305031472.627701 -0.854111 0.503304 -0.236448 -0.081433 -0.005872 -0.022075 0.996417
1305031472.663575 -0.852948 0.497655 -0.235580 -0.082557 -0.006415 -0.020883 0.996347
1305031472.695755 -0.850347 0.492723 -0.234858 -0.082150 -0.008116 -0.019379 0.996399
1305031472.727628 -0.849398 0.488162 -0.234317 -0.080980 -0.008679 -0.019669 0.996484
1305031472.763578 -0.846956 0.485977 -0.233509 -0.078880 -0.009316 -0.021204 0.996615
1305031472.795640 -0.846606 0.481108 -0.231947 -0.078687 -0.007862 -0.023000 0.996603
1305031472.827627 -0.845873 0.479924 -0.230367 -0.075616 -0.007218 -0.022462 0.996858
1305031472.863598 -0.846077 0.479877 -0.228945 -0.072734 -0.007119 -0.021108 0.997103
1305031472.895713 -0.846400 0.479678 -0.228318 -0.072128 -0.007979 -0.018784 0.997187
1305031472.927685 -0.844598 0.477201 -0.226497 -0.073232 -0.009757 -0.017563 0.997113
1305031472.963756 -0.844233 0.476114 -0.225908 -0.073156 -0.009587 -0.016205 0.997143
1305031472.995704 -0.845351 0.476154 -0.225270 -0.073473 -0.009517 -0.015320 0.997134
1305031473.027638 -0.845699 0.476258 -0.224329 -0.073691 -0.010664 -0.015424 0.997105
1305031473.063684 -0.844367 0.474295 -0.223182 -0.075287 -0.011875 -0.016549 0.996954
1305031473.095695 -0.844785 0.472616 -0.222786 -0.075636 -0.010604 -0.018826 0.996901
1305031473.127744 -0.844885 0.472926 -0.222242 -0.075196 -0.009683 -0.019781 0.996926
1305031473.167060 -0.845745 0.471565 -0.221613 -0.074701 -0.010007 -0.019950 0.996956
1305031473.196069 -0.844523 0.471115 -0.221979 -0.073367 -0.011405 -0.020297 0.997033
